If,0,0,0
the,0,0,0
press,0,0,0
would,0,0,0
cover,0,0,0
me,0,0,0
accurately,1,0,0
honorably,1,0,0
I,0,0,0
would,0,0,0
have,0,0,0
far,0,0,0
less,0,0,0
reason,0,0,0
to,0,0,0
tweet,0,0,0
sadly,0,1,0
I,0,0,0
dont,0,0,0
know,0,0,0
absolutely,1,0,0
accepted,1,0,0
acclaimed,1,0,0
accomplish,1,0,0
accomplishment,1,0,0
achievement,1,0,0
action,1,0,0
active,1,0,0
admire,1,0,0
adorable,1,0,0
adventure,1,0,0
affirmative,1,0,0
affluent,1,0,0
agree,1,0,0
agreeable,1,0,0
amazing,1,0,0
angelic,1,0,0
appealing,1,0,0
approve,1,0,0
aptitude,1,0,0
attractive,1,0,0
awesome,1,0,0
beaming,1,0,0
beautiful,1,0,0
believe,1,0,0
beneficial,1,0,0
bliss,1,0,0
bountiful,1,0,0
bounty,1,0,0
brave,1,0,0
bravo,1,0,0
brilliant,1,0,0
bubbly,1,0,0
calm,1,0,0
celebrated,1,0,0
certain,1,0,0
champ,1,0,0
champion,1,0,0
charming,1,0,0
cheery,1,0,0
choice,1,0,0
classic,1,0,0
classical,1,0,0
clean,1,0,0
commend,1,0,0
composed,1,0,0
congratulation,1,0,0
constant,1,0,0
cool,1,0,0
courageous,1,0,0
creative,1,0,0
cute,1,0,0
dazzling,1,0,0
delight,1,0,0
delightful,1,0,0
distinguished,1,0,0
divine,1,0,0
earnest,1,0,0
easy,1,0,0
ecstatic,1,0,0
effective,1,0,0
effervescent,1,0,0
efficient,1,0,0
effortless,1,0,0
electrifying,1,0,0
elegant,1,0,0
enchanting,1,0,0
encouraging,1,0,0
endorsed,1,0,0
energetic,1,0,0
engerized,1,0,0
engaging,1,0,0
enthusiastic,1,0,0
essential,1,0,0
esteemed,1,0,0
ethical,1,0,0
excellent,1,0,0
exciting,1,0,0
exquisite,1,0,0
fabulous,1,0,0
fair,1,0,0
familiar,1,0,0
famous,1,0,0
fantastic,1,0,0
favorable,1,0,0
fetching,1,0,0
fine,1,0,0
fitting,1,0,0
flourishing,1,0,0
fortunate,1,0,0
free,1,0,0
fresh,1,0,0
friendly,1,0,0
fun,1,0,0
funny,1,0,0
generous,1,0,0
genius,1,0,0
genuine,1,0,0
giving,1,0,0
glamorous,1,0,0
glowing,1,0,0
good,1,0,0
gorgeous,1,0,0
graceful,1,0,0
great,1,0,0
green,1,0,0
grin,1,0,0
growing,1,0,0
handsome,1,0,0
happy,1,0,0
harmonious,1,0,0
healing,1,0,0
healthy,1,0,0
heartly,1,0,0
heavenly,1,0,0
honest,1,0,0
honorable,1,0,0
honored,1,0,0
hug,1,0,0
idea,1,0,0
ideal,1,0,0
imaginative,1,0,0
imagine,1,0,0
impressive,1,0,0
independent,1,0,0
innovative,1,0,0
innovate,1,0,0
instant,1,0,0
instantaneous,1,0,0
instinctive,1,0,0
intellectual,1,0,0
intelligent,1,0,0
intuitive,1,0,0
inventive,1,0,0
jovial,1,0,0
joy,1,0,0
jubilant,1,0,0
keen,1,0,0
kind,1,0,0
knowing,1,0,0
knowledgeable,1,0,0
laugh,1,0,0
learned,1,0,0
legendary,1,0,0
light,1,0,0
lively,1,0,0
lovely,1,0,0
lucid,1,0,0
lucky,1,0,0
luminous,1,0,0
marvelous,1,0,0
masterful,1,0,0
merit,1,0,0
meritorious,1,0,0
motivating,1,0,0
moving,1,0,0
nice,1,0,0
novel,1,0,0
now,1,0,0
nurturing,1,0,0
nutritious,1,0,0
okay,1,0,0
one,1,0,0
one-hundred percent,1,0,0
open,1,0,0
optimistic,1,0,0
paradise,1,0,0
perfect,1,0,0
phenomenal,1,0,0
pleasant,1,0,0
pleasurable,1,0,0
plentiful,1,0,0
poised,1,0,0
polished,1,0,0
popular,1,0,0
positive,1,0,0
powerful,1,0,0
prepared,1,0,0
pretty,1,0,0
principled,1,0,0
productive,1,0,0
progress,1,0,0
prominent,1,0,0
protected,1,0,0
proud,1,0,0
quality,1,0,0
quick,1,0,0
quiet,1,0,0
ready,1,0,0
reassuring,1,0,0
refined,1,0,0
refreshing,1,0,0
rejoice,1,0,0
reliable,1,0,0
remarkable,1,0,0
resounding,1,0,0
respected,1,0,0
restored,1,0,0
reward,1,0,0
rewarding,1,0,0
right,1,0,0
robust,1,0,0
safe,1,0,0
satisfactory,1,0,0
secure,1,0,0
seemly,1,0,0
simple,1,0,0
skilled,1,0,0
smile,1,0,0
soulful,1,0,0
sparkling,1,0,0
special,1,0,0
spirited,1,0,0
spiritual,1,0,0
stirring,1,0,0
stunning,1,0,0
stupendous,1,0,0
success,1,0,0
successful,1,0,0
sunny,1,0,0
super,1,0,0
superb,1,0,0
supporting,1,0,0
surprising,1,0,0
terrific,1,0,0
thorough,1,0,0
thrilling,1,0,0
thriving,1,0,0
tops,1,0,0
tranquil,1,0,0
transforming,1,0,0
trusting,1,0,0
truthful,1,0,0
unwavering,1,0,0
up,1,0,0
upbeat,1,0,0
upright,1,0,0
upstanding,1,0,0
valued,1,0,0
vibrant,1,0,0
victorious,1,0,0
victory,1,0,0
vigorous,1,0,0
virtuous,1,0,0
vital,1,0,0
vivacious,1,0,0
wealthy,1,0,0
welcome,1,0,0
well,1,0,0
whole,1,0,0
wholesome,1,0,0
wonderful,1,0,0
wondrous,1,0,0
worthy,1,0,0
wow,1,0,0
yes,1,0,0
yummy,1,0,0
zeal,1,0,0
zealous,1,0,0
abysmal,0,1,0
adverse,0,1,0
alarming,0,1,0
angry,0,1,0
annoy,0,1,0
anxious,0,1,0
apathy,0,1,0
appalling,0,1,0
atrocious,0,1,0
awful,0,1,0
bad,0,1,0
banal,0,1,0
barbed,0,1,0
belligent,0,1,0
bemoan,0,1,0
beneath,0,1,0
boring,0,1,0
broken,0,1,0
callous,0,1,0
can't,0,1,0
clumsy,0,1,0
coarse,0,1,0
cold,0,1,0
cold-hearted,0,1,0
collapse,0,1,0
confused,0,1,0
contradictory,0,1,0
contrary,0,1,0
corrosive,0,1,0
corrupt,0,1,0
crazy,0,1,0
creepy,0,1,0
criminal,0,1,0
cruel,0,1,0
cry,0,1,0
cutting,0,1,0
damage,0,1,0
dastardly,0,1,0
dead,0,1,0
decaying,0,1,0
,0,1,0
deny,0,1,0
deplorable,0,1,0
depressed,0,1,0
deprived,0,1,0
despicab;e,0,1,0
dirty,0,1,0
disease,0,1,0
disgusting,0,1,0
disheveled,0,1,0
dishonest,0,1,0
dishonorable,0,1,0
dismal,0,1,0
distress,0,1,0
don't,0,1,0
dreadful,0,1,0
dreary,0,1,0
enraged,0,1,0
eroding,0,1,0
evil,0,1,0
fail,0,1,0
faulty,0,1,0
fear,0,1,0
feeble,0,1,0
fight,0,1,0
filthy,0,1,0
fou;,0,1,0
frighten,0,1,0
frightful,0,1,0
gawky,0,1,0
ghastly,0,1,0
grave,0,1,0
greed,0,1,0
grim,0,1,0
grimace,0,1,0
gross,0,1,0
grotesque,0,1,0
gruesome,0,1,0
guilty,0,1,0
haggard,0,1,0
hard,0,1,0
hard-hearted,0,1,0
harmful,0,1,0
hate,0,1,0
hideous,0,1,0
homely,0,1,0
horrendous,0,1,0
horrible,0,1,0
hostile,0,1,0
hurt,0,1,0
hurtful,0,1,0
icky,0,1,0
ignorant,0,1,0
ignore,0,1,0
ill,0,1,0
immature,0,1,0
imperfect,0,1,0
impossible,0,1,0
inane,0,1,0
inelegant,0,1,0
infernal,0,1,0
injure,0,1,0
injurious,0,1,0
insane,0,1,0
insidious,0,1,0
insipid,0,1,0
jealous,0,1,0
junky,0,1,0
lose,0,1,0
lousy,0,1,0
lumpy,0,1,0
malicious,0,1,0
mean,0,1,0
menacing,0,1,0
messy,0,1,0
misshapen,0,1,0
missing,0,1,0
misunderstood,0,1,0
moan,0,1,0
moldy,0,1,0
monstrous,0,1,0
naïve,0,1,0
nasty,0,1,0
naughty,0,1,0
negate,0,1,0
negative,0,1,0
never,0,1,0
no,0,1,0
nobody,0,1,0
nondescript,0,1,0
nonsense,0,1,0
not,0,1,0
noxious,0,1,0
objectionable,0,1,0
odious,0,1,0
offensive,0,1,0
old,0,1,0
oppressive,0,1,0
pain,0,1,0
perturb,0,1,0
pessimistic,0,1,0
petty,0,1,0
plain,0,1,0
poisonous,0,1,0
poor,0,1,0
prejudice,0,1,0
quirky,0,1,0
quit,0,1,0
reject,0,1,0
renege,0,1,0
repellant,0,1,0
reptilian,0,1,0
repugent,0,1,0
repulsive,0,1,0
revenge,0,1,0
revolting,0,1,0
rocky,0,1,0
rotten,0,1,0
rude,0,1,0
ruthless,0,1,0
sad,0,1,0
savage,0,1,0
scary,0,1,0
scream,0,1,0
severe,0,1,0
shocking,0,1,0
shoddy,0,1,0
sick,0,1,0
sickening,0,1,0
sinister,0,1,0
slimy,0,1,0
smelly,0,1,0
sobbing,0,1,0
sorry,0,1,0
spiteful,0,1,0
sticky,0,1,0
stinky,0,1,0
stormy,0,1,0
stressful,0,1,0
stuck,0,1,0
stupid,0,1,0
substandard,0,1,0
suspect,0,1,0
suck,0,1,0
suspicious,0,1,0
tense,0,1,0
terrible,0,1,0
terrifying,0,1,0
threatening,0,1,0
ugly,0,1,0
undermine,0,1,0
unfair,0,1,0
unfavorable,0,1,0
unhappy,0,1,0
unhealthy,0,1,0
unjust,0,1,0
unlucky,0,1,0
unpleasant,0,1,0
nsatisfactory,0,1,0
unsightly,0,1,0
untoward,0,1,0
unwanted,0,1,0
unwelcome,0,1,0
unwholesome,0,1,0
unwiedy,0,1,0
unwise,0,1,0
upset,0,1,0
vice,0,1,0
vicious,0,1,0
vile,0,1,0
villanous,0,1,0
vindictive,0,1,0
wary,0,1,0
weary,0,1,0
wicked,0,1,0
woeful,0,1,0
worthless,0,1,0
wound,0,1,0
yell,0,1,0
yucky,0,1,0
zero,0,1,0
does,0,0,0
did,0,0,0
doing,0,0,0
a,0,0,0
an,0,0,0
the,0,0,0
and,0,0,0
but,0,0,0
if,0,0,0
or,0,0,0
because,0,0,0
as,0,0,0
until,0,0,0
while,0,0,0
of,0,0,0
at,0,0,0
by,0,0,0
for,0,0,0
with,0,0,0
about,0,0,0
against,0,0,0
between,0,0,0
into,0,0,0
through,0,0,0
during,0,0,0
before,0,0,0
after,0,0,0
above,0,0,0
below,0,0,0
to,0,0,0
from,0,0,0
up,0,0,0
down,0,0,0
in,0,0,0
out,0,0,0
on,0,0,0
off,0,0,0
over,0,0,0
under,0,0,0
again,0,0,0
further,0,0,0
then,0,0,0
once,0,0,0
here,0,0,0
there,0,0,0
when,0,0,0
where,0,0,0
why,0,0,0
how,0,0,0
all,0,0,0
any,0,0,0
both,0,0,0
each,0,0,0
few,0,0,0
more,0,0,0
most,0,0,0
other,0,0,0
some,0,0,0
such,0,0,0
no,0,0,0
nor,0,0,0
not,0,0,0
only,0,0,0
own,0,0,0
same,0,0,0
so,0,0,0
than,0,0,0
too,0,0,0
very,0,0,0
is,0,0,0
it,0,0,0
can,0,0,0
will,0,0,0
just,0,0,0
don,0,0,0
should,0,0,0
now,0,0,0
i,0,0,0
me,0,0,0
my,0,0,0
myself,0,0,0
we,0,0,0
our,0,0,0
ours,0,0,0
ourselves,0,0,0
you,0,0,0
your,0,0,0
yours,0,0,0
yourself,0,0,0
yourselves,0,0,0
he,0,0,0
him,0,0,0
his,0,0,0
himself,0,0,0
she,0,0,0
her,0,0,0
hers,0,0,0
herself,0,0,0
it,0,0,0
its,0,0,0
itself,0,0,0
they,0,0,0
them,0,0,0
their,0,0,0
theirs,0,0,0
themselves,0,0,0
what,0,0,0
which,0,0,0
who,0,0,0
whom,0,0,0
this,0,0,0
that,0,0,0
these,0,0,0
those,0,0,0
am,0,0,0
is,0,0,0
are,0,0,0
was,0,0,0
were,0,0,0
be,0,0,0
been,0,0,0
being,0,0,0
have,0,0,0
has,0,0,0
had,0,0,0
having,0,0,0
do,0,0,0
